epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.375,1.8805594444274902,,
0,99,0.390625,1.7677714824676514,,
0,149,0.4296875,1.622537612915039,,
0,199,0.4609375,1.6260790824890137,,
0,249,0.4296875,1.5560575723648071,,
0,299,0.453125,1.5525879859924316,,
0,349,0.375,1.6399606466293335,,
0,390,,,0.48539999127388,1.4288132190704346
1,399,0.484375,1.4411946535110474,,
1,449,0.515625,1.3603906631469727,,
1,499,0.5703125,1.294966697692871,,
1,549,0.5390625,1.3230500221252441,,
1,599,0.5703125,1.2903780937194824,,
1,649,0.4453125,1.4982945919036865,,
1,699,0.53125,1.3702569007873535,,
1,749,0.5078125,1.3097846508026123,,
1,781,,,0.5454999804496765,1.2659600973129272
2,799,0.625,1.0781300067901611,,
2,849,0.6640625,1.0743439197540283,,
2,899,0.5703125,1.195441484451294,,
2,949,0.4921875,1.2648025751113892,,
2,999,0.6328125,1.1157515048980713,,
2,1049,0.59375,1.139838457107544,,
2,1099,0.5703125,1.193466067314148,,
2,1149,0.5546875,1.20453679561615,,
2,1172,,,0.5784000158309937,1.1707863807678223
3,1199,0.6171875,1.1601694822311401,,
3,1249,0.59375,1.1119616031646729,,
3,1299,0.6015625,1.2025889158248901,,
3,1349,0.546875,1.1556341648101807,,
3,1399,0.671875,0.9334985613822937,,
3,1449,0.59375,1.1085150241851807,,
3,1499,0.625,1.0602617263793945,,
3,1549,0.625,1.07610023021698,,
3,1563,,,0.6097999811172485,1.1023575067520142
4,1599,0.6875,0.9857404232025146,,
4,1649,0.6171875,1.0614063739776611,,
4,1699,0.6015625,1.147529125213623,,
4,1749,0.6875,0.9396082758903503,,
4,1799,0.6171875,0.9043599367141724,,
4,1849,0.6328125,1.0810590982437134,,
4,1899,0.5625,1.171504020690918,,
4,1949,0.7421875,0.8050186038017273,,
4,1954,,,0.6230999827384949,1.0536012649536133
5,1999,0.625,1.0537421703338623,,
5,2049,0.71875,0.9155011773109436,,
5,2099,0.6875,0.9935480952262878,,
5,2149,0.734375,0.8650273084640503,,
5,2199,0.6953125,0.9790681004524231,,
5,2249,0.6640625,1.014770269393921,,
5,2299,0.6640625,0.9980812072753906,,
5,2345,,,0.6338000297546387,1.023592472076416
6,2349,0.671875,0.8550723791122437,,
6,2399,0.5859375,1.1063610315322876,,
6,2449,0.6484375,1.041293740272522,,
6,2499,0.7109375,0.7604740262031555,,
6,2549,0.671875,0.9033830165863037,,
6,2599,0.6640625,0.8532937169075012,,
6,2649,0.6484375,1.0628116130828857,,
6,2699,0.6796875,0.9531532526016235,,
6,2736,,,0.6565999984741211,0.9877840876579285
7,2749,0.7578125,0.6677199602127075,,
7,2799,0.7109375,0.7945571541786194,,
7,2849,0.734375,0.7690653800964355,,
7,2899,0.6796875,1.0411860942840576,,
7,2949,0.65625,1.0532664060592651,,
7,2999,0.6953125,0.750708818435669,,
7,3049,0.578125,1.1901191473007202,,
7,3099,0.640625,1.0089657306671143,,
7,3127,,,0.6491000056266785,0.9933456778526306
8,3149,0.78125,0.7319345474243164,,
8,3199,0.65625,0.8079639673233032,,
8,3249,0.734375,0.7601956129074097,,
8,3299,0.6640625,0.9330664277076721,,
8,3349,0.71875,0.8696186542510986,,
8,3399,0.703125,0.8122848272323608,,
8,3449,0.7265625,0.6356385946273804,,
8,3499,0.6953125,0.8660711050033569,,
8,3518,,,0.6577000021934509,0.9801479578018188
9,3549,0.7734375,0.6350657343864441,,
9,3599,0.7734375,0.5788100957870483,,
9,3649,0.7109375,0.7369458079338074,,
9,3699,0.6875,0.8291176557540894,,
9,3749,0.71875,0.7620196342468262,,
9,3799,0.6875,0.8902596235275269,,
9,3849,0.765625,0.7448235154151917,,
9,3899,0.71875,0.8403985500335693,,
9,3909,,,0.6654000282287598,0.9748428463935852
